X,Y,OBJECTID,NoticeNum,DateNotice,NT,HousingMarketTypology2017,Council_District,Neighborhood,BLOCKLOT,Address,Year
1437117.757,605445.7575,919613,1773105A,2019/03/22 15:49:00+00,Vacant,Rental Market 2,2,FRANKFORD,5963A002,4501 MANNASOTA AVE,2019
1438486.524,608329.6553,919705,1952829A,2021/01/12 12:35:00+00,Vacant,D,2,FRANKFORD,5985 009B,5109 BELAIR ROAD,2021
1439759.999,609444.5917,920076,1938530A,2020/09/21 11:32:00+00,Vacant,D,2,FRANKFORD,6000 027,5449 BELAIR ROAD,2020
1440428.958,609338.5188,920145,2074733A,2022/01/27 12:29:00+00,Vacant,D,2,FRANKFORD,6003 010,4306 ANNTANA AVE,2022
1442148.56,609766.2571,920456,2073640A,2022/01/19 20:26:00+00,Vacant,D,2,FRANKFORD,6005C024,5704 ADLEIGH AVE,2022
1441560.532,609457.4939,920507,2119118A,2022/06/07 11:58:00+00,Vacant,D,2,FRANKFORD,6017 025,5626 ANTHONY AVE,2022
1444096.916,609576.2667,920738,2098517A,2022/04/19 10:44:00+00,Vacant,E,2,FRANKFORD,6019J006,5725 WHITE AVE,2022
1441027.892,609088.2253,920867,2055199A,2021/10/29 13:33:00+00,Vacant,D,2,FRANKFORD,6042 016,4404 BERGER AVE,2021
1441241.534,608632.1212,920955,2071026A,2022/01/01 02:04:00+00,Vacant,D,2,FRANKFORD,6042A068,5505 ADLEIGH AVE,2022
1441481.155,607766.8395,920996,2185655A,2022/11/18 13:18:00+00,Vacant,D,2,FRANKFORD,6042B007,5512 MAYVIEW AVE,2022
1441870.589,606969.8687,921376,1986503A,2021/04/18 17:06:00+00,Vacant,D,2,FRANKFORD,6042N058,5500 CEDELLA AVE,2021
1443349.15,604973.7978,921891,2079659A,2022/02/17 13:49:00+00,Vacant,F,2,FRANKFORD,6045 001,5215 TODD AVE,2022
1442841.367,603038.516,922064,2138733A,2022/07/18 11:54:00+00,Vacant,E,2,FRANKFORD,6048 018,5436 FORCE ROAD,2022
1439680.919,602092.8876,922862,1677310A,2018/06/09 23:26:00+00,Vacant,F,2,FRANKFORD,6069 192,4831 BOWLAND AVE,2018
1444927.275,607737.2822,923620,2027221A,2021/08/04 14:55:00+00,Vacant,D,2,CEDONIA,6072L007,5522 WHITBY ROAD,2021
1433861.382,598447.6209,923791,2058244A,2021/11/10 11:59:00+00,Vacant,F,13,ORANGEVILLE INDUSTRIAL AREA,6108C003A,3401 E FEDERAL ST,2021
1433332.311,594598.0296,925839,1879729A,2020/04/13 11:08:00+00,Vacant,I,13,ELLWOOD PARK/MONUMENT,6151 008,604 N EAST AVE,2020
1433452.042,594789.5666,925848,1768114A,2019/03/06 16:14:00+00,Vacant,I,13,ELLWOOD PARK/MONUMENT,6152 003,3205 E MONUMENT ST,2019
1433542.096,594794.2493,925854,1867578A,2019/12/21 19:11:00+00,Vacant,I,13,ELLWOOD PARK/MONUMENT,6152 009,3217 E MONUMENT ST,2019
1433539.802,594632.1696,925864,1835582A,2019/08/29 15:38:00+00,Vacant,I,13,ELLWOOD PARK/MONUMENT,6152 020,608 N BOULDIN ST,2019
1433545.782,594523.405,925871,1852288A,2019/11/03 23:57:00+00,Vacant,I,13,ELLWOOD PARK/MONUMENT,6152 027,3216 MCELDERRY ST,2019
1433532.23,594522.7,925872,1769354A,2019/03/09 10:47:00+00,Vacant,I,13,ELLWOOD PARK/MONUMENT,6152 028,3214 MCELDERRY ST,2019
1433665.637,594709.698,925928,1987372A,2021/04/21 11:02:00+00,Vacant,I,13,ELLWOOD PARK/MONUMENT,6153 036,619 N BOULDIN ST,2021
1433877.98,594641.515,925964,1753753A,2019/01/05 17:19:00+00,Vacant,I,13,ELLWOOD PARK/MONUMENT,6154 022,607 N CLINTON ST,2019
1433874.592,594702.4257,925968,2102042A,2022/06/14 10:46:00+00,Vacant,I,13,ELLWOOD PARK/MONUMENT,6154 026,615 N CLINTON ST,2022
1433354.89,594377.6648,925990,1760595A,2019/02/04 16:19:00+00,Vacant,I,13,ELLWOOD PARK/MONUMENT,6155 018,3137 MCELDERRY ST,2019
1433485.245,594384.735,925995,1815240A,2019/07/17 10:56:00+00,Vacant,I,13,ELLWOOD PARK/MONUMENT,6156 004,3207 MCELDERRY ST,2019
1433525.571,594386.844,925998,1771810A,2019/03/19 12:06:00+00,Vacant,I,13,ELLWOOD PARK/MONUMENT,6156 007,3213 MCELDERRY ST,2019
1433486.99,594148.6528,926020,1648839A,2018/03/13 22:02:00+00,Vacant,I,13,ELLWOOD PARK/MONUMENT,6156 029,505 N EAST AVE,2018
1433655.133,594393.6917,926047,1659859A,2018/04/23 18:54:00+00,Vacant,I,13,ELLWOOD PARK/MONUMENT,6157 016,3301 MCELDERRY ST,2018
1433767.032,594300.8044,926061,1861811A,2019/11/21 16:22:00+00,Vacant,I,13,ELLWOOD PARK/MONUMENT,6157 030,522 N CLINTON ST,2019
1433768.786,594269.7261,926063,1607183A,2017/11/03 19:01:00+00,Vacant,I,13,ELLWOOD PARK/MONUMENT,6157 032,518 N CLINTON ST,2017
1433864.011,594407.2448,926134,1612013A,2017/11/24 14:03:00+00,Vacant,I,13,ELLWOOD PARK/MONUMENT,6158A016,3323 MCELDERRY ST,2017
1433360.822,593700.7672,926163,1648841A,2018/03/13 22:04:00+00,Vacant,H,13,ELLWOOD PARK/MONUMENT,6159 005,309 LONEYS LANE,2018
1433516.97,593730.6629,926187,1972615A,2021/02/25 13:49:00+00,Vacant,H,13,ELLWOOD PARK/MONUMENT,6159 030,401 N EAST AVE,2021
1433576.792,593970.0167,926225,2102121A,2022/05/02 10:07:00+00,Vacant,H,13,ELLWOOD PARK/MONUMENT,6159 068,434 N BOULDIN ST,2022
1433703.045,594024.3755,926257,1990415A,2021/04/30 13:49:00+00,Vacant,H,13,ELLWOOD PARK/MONUMENT,6159A022,449 N BOULDIN ST,2021
1433796.549,593791.5033,926279,1850972A,2019/10/15 09:31:00+00,Vacant,H,13,ELLWOOD PARK/MONUMENT,6159A044,416 N CLINTON ST,2019
1436316.3,596153.7167,927128,2095675A,2022/04/08 12:50:00+00,Vacant,F,13,ORANGEVILLE,6180 011,922 N JANNEY ST,2022
1436320.44,596078.8317,927129,1789155A,2019/05/11 09:30:00+00,Vacant,F,13,ORANGEVILLE,6180 013,920 N JANNEY ST,2019
1436323.891,596016.427,927130,1937766A,2020/09/20 12:14:00+00,Vacant,F,13,ORANGEVILLE,6180 014,916 N JANNEY ST,2020
1436759.847,596065.5916,927149,2103210A,2022/05/03 11:17:00+00,Vacant,F,13,ORANGEVILLE,6182 003,917 N KRESSON ST,2022
1436440.679,596369.4893,927187,1982948A,2021/04/15 18:42:00+00,Vacant,F,13,ORANGEVILLE,6187 019,4300 E EAGER ST,2021
1436691.807,593039.7052,927545,2186521A,2022/11/29 10:52:00+00,Vacant,F,2,KRESSON,6254C015,109 N JANNEY ST,2022
1436813.45,592204.6495,927606,2096677A,2022/04/13 07:17:00+00,Vacant,F,2,KRESSON,6262 022,4326 E LOMBARD ST,2022
1436799.116,592649.3947,927625,1790346A,2019/05/11 16:22:00+00,Vacant,F,2,KRESSON,6263 001,4 N KRESSON ST,2019
1433829.724,592732.99,927715,2180053A,2022/11/01 12:32:00+00,Vacant,H,1,PATTERSON PARK NEIGHBORHOOD,6265 054,29 N CLINTON ST,2022
1435588.508,593719.0543,927773,2172128A,2022/10/06 13:00:00+00,Vacant,F,2,BALTIMORE HIGHLANDS,6265A061,3903 ORLEANS ST,2022
1435602.48,593719.9404,927774,2172133A,2022/10/06 13:00:00+00,Vacant,F,2,BALTIMORE HIGHLANDS,6265A062,3905 ORLEANS ST,2022
1435616.325,593721.3948,927775,2172139A,2022/10/06 13:05:00+00,Vacant,F,2,BALTIMORE HIGHLANDS,6265A063,3907 ORLEANS ST,2022
1435630.353,593721.0562,927776,1509449A,2017/03/10 11:54:00+00,Vacant,F,2,BALTIMORE HIGHLANDS,6265A064,3909 ORLEANS ST,2017
1434797.834,593728.9726,927861,2099498A,2022/04/22 07:23:00+00,Vacant,F,1,BALTIMORE HIGHLANDS,6269B008,3615 PULASKI HWY,2022
1434538.336,593222.3036,927981,1655227A,2018/04/08 14:59:00+00,Vacant,F,1,BALTIMORE HIGHLANDS,6271 031,3519 E FAYETTE ST,2018
1434604.91,593135.1371,927992,1646118A,2018/03/06 20:06:00+00,Vacant,F,1,BALTIMORE HIGHLANDS,6271 042,3526 ESTHER PL,2018
1434476.276,592674.0098,928096,1950690A,2020/11/04 01:52:00+00,Vacant,F,1,BALTIMORE HIGHLANDS,6273 014,3504 NOBLE ST,2020
1434633.697,592763.1878,928116,1857488A,2019/11/03 22:37:00+00,Vacant,F,1,BALTIMORE HIGHLANDS,6273 034,3531 E FAIRMOUNT AVE,2019
1434621.463,592761.6927,928117,1915586A,2020/07/17 11:44:00+00,Vacant,F,1,BALTIMORE HIGHLANDS,6273 035,3529 E FAIRMOUNT AVE,2020
1434627.554,592497.4383,928180,1718998A,2018/09/05 11:51:00+00,Vacant,F,1,BALTIMORE HIGHLANDS,6274 026,3518 E BALTIMORE ST,2018
1433838.397,592557.0441,928242,2188084A,2022/11/30 21:32:00+00,Vacant,E,1,PATTERSON PARK NEIGHBORHOOD,6275 043,9 N CLINTON ST,2022
1433641.32,592299.3179,928282,2188245A,2022/12/02 08:57:00+00,Vacant,E,1,PATTERSON PARK NEIGHBORHOOD,6276 037,3215 E BALTIMORE ST,2022
1435247.58,591967.4272,928760,1508545A,2017/03/10 10:01:00+00,Vacant,F,2,BALTIMORE HIGHLANDS,6286 028,3741 E LOMBARD ST,2017
1434929.767,591949.1887,928780,1588566A,2017/09/18 01:31:00+00,Vacant,F,2,BALTIMORE HIGHLANDS,6286 049,3621 E LOMBARD ST,2017
1435233.522,591731.4146,928825,1632602A,2018/01/24 19:12:00+00,Vacant,E,2,BALTIMORE HIGHLANDS,6287 038,122 S EATON ST,2018
1434928.343,591790.5801,928853,1971441A,2021/02/18 18:16:00+00,Vacant,E,2,BALTIMORE HIGHLANDS,6287 066,3609 MOUNT PLEASANT AVE,2021
1434318.565,591913.9539,928937,2096682A,2022/04/12 13:19:00+00,Vacant,F,1,BALTIMORE HIGHLANDS,6288 062,3407 E LOMBARD ST,2022
1434421.912,591742.9897,929000,1754971A,2019/01/15 11:48:00+00,Vacant,E,1,BALTIMORE HIGHLANDS,6289 062,3405 MOUNT PLEASANT AVE,2019
1434341.82,591238.0625,929627,1655078A,2018/04/09 20:44:00+00,Vacant,E,1,HIGHLANDTOWN,6301 001,231 S HIGHLAND AVE,2018
1435536.532,591494.2684,929830,1983319A,2021/04/08 16:15:00+00,Vacant,F,2,HIGHLANDTOWN,6304 032,204 S FAGLEY ST,2021
1434760.149,590831.6273,930077,1738121A,2018/10/26 07:47:00+00,Vacant,E,1,HIGHLANDTOWN,6313A039,304 S CONKLING ST,2018
1434771.206,590864.7814,930079,1670835A,2018/05/19 19:31:00+00,Vacant,E,1,HIGHLANDTOWN,6313A041,300 S CONKLING ST,2018
1434753.396,590328.6618,930081,2170284A,2022/09/29 16:07:00+00,Vacant,B,1,HIGHLANDTOWN,6314 001,3512 EASTERN AVE,2022
1440737.083,590655.4751,930802,1907988A,2020/06/23 11:38:00+00,Vacant,E,1,BAYVIEW,6339 007,457 ANGLESEA ST,2020
1440728.022,590809.9919,930812,1893365A,2020/04/16 10:32:00+00,Vacant,E,1,BAYVIEW,6339 017,437 ANGLESEA ST,2020
1433789.983,589958.674,932080,2171074A,2022/10/09 14:36:00+00,Vacant,B,1,CANTON,6421 020,516 S BOULDIN ST,2022
1434126.739,590020.4085,932161,1931350A,2020/08/29 12:22:00+00,Vacant,B,1,CANTON,6423 031,511 S CLINTON ST,2020
1434712.025,590178.7487,932200,1761828A,2019/02/06 18:39:00+00,Vacant,B,1,CANTON,6424 027,3509 EASTERN AVE,2019
1435873.861,589847.2054,932648,2097232A,2022/04/13 17:25:00+00,Vacant,B,1,BREWERS HILL,6436 030,608 GRUNDY ST,2022
1437591.739,590080.8329,934674,1999121A,2021/05/26 20:33:00+00,Vacant,D,1,GREEKTOWN,6550A026,530 S MACON ST,2021
1437729.449,589901.6085,934899,2075989A,2022/01/28 11:20:00+00,Vacant,D,1,GREEKTOWN,6557 039,619 S MACON ST,2022
1438028.132,589782.1222,934927,2178276A,2022/10/25 15:23:00+00,Vacant,D,1,GREEKTOWN,6558 019,636 OLDHAM ST,2022
1439705.664,589929.5809,935847,1879481A,2020/02/15 14:59:00+00,Vacant,D,1,GREEKTOWN,6629D028,627 UMBRA ST,2020
1444248.459,589409.1502,936307,2032268A,2021/08/25 10:27:00+00,Vacant,D,1,GRACELAND PARK,6719 008,6710 HUDSON ST,2021
1444147.758,589402.9589,936309,1874213A,2020/01/24 18:22:00+00,Vacant,D,1,GRACELAND PARK,6719 012,6706 HUDSON ST,2020
1444378.542,589089.6262,936426,2009606A,2021/06/25 13:43:00+00,Vacant,D,1,GRACELAND PARK,6727 003,6626 O'DONNELL ST,2021
1445147.856,587999.8679,936671,2083233A,2022/03/01 08:22:00+00,Vacant,D,1,GRACELAND PARK,6735 020,1313 BETHLEHEM AVE,2022
1444310.152,588221.6627,936733,1869254A,2020/01/01 19:36:00+00,Vacant,D,1,GRACELAND PARK,6738 043,6705 GERMAN HILL ROAD,2020
1444246.745,587873.2372,936768,1673175A,2018/05/27 12:17:00+00,Vacant,D,1,GRACELAND PARK,6739 038,1301 DUNDALK AVE,2018
1444741.602,586561.3101,936912,1774690A,2019/03/29 10:13:00+00,Vacant,D,1,GRACELAND PARK,6743 030,1509 DUNDALK AVE,2019
1444341.418,585564.61,937051,2186519A,2022/11/29 10:50:00+00,Vacant,F,1,BROENING MANOR,6750 072,1633 MALVERN ST,2022
1443845.323,587814.8525,937409,1780099A,2019/04/15 08:40:00+00,Vacant,F,1,GRACELAND PARK,6766 005,6609 GARY AVE,2019
1442484.385,586464.8693,937679,1743097A,2018/11/15 09:59:00+00,Vacant,F,1,BROENING MANOR,6799 031,1509 CHARLOTTE AVE,2018
1442319.822,586216.1484,937714,1690999A,2018/07/04 22:26:00+00,Vacant,F,1,BROENING MANOR,6805 011,1526 CHARLOTTE AVE,2018
1442344.332,585814.7958,937731,2042754A,2021/09/24 12:48:00+00,Vacant,F,1,BROENING MANOR,6806 015,1604 CHARLOTTE AVE,2021
1441129.671,588048.2684,937901,2003530A,2021/06/04 19:51:00+00,Vacant,F,1,MEDFORD,6825 013,1118 BONSAL ST,2021
1441589.405,587709.8173,938079,1975630A,2021/03/09 21:21:00+00,Vacant,G,1,MEDFORD,6826 124,1241 BROENING HWY,2021
1445249.388,581273.6008,938404,1569036A,2017/08/01 18:38:00+00,Vacant,F,1,SAINT HELENA,6984 004,6524 CLEVELAND AVE,2017
1444947.377,580961.5266,938444,2089215A,2022/03/17 15:25:00+00,Vacant,F,1,SAINT HELENA,6986 012,6510 COLGATE AVE,2022
1445176.012,580495.8147,938684,2012341A,2021/06/26 22:40:00+00,Vacant,F,1,SAINT HELENA,6994 066,6563 SAINT HELENA AVE,2021
1422901.97,572934.1861,938836,2113102A,2022/05/26 20:58:00+00,Vacant,H,10,BROOKLYN,7027A006,3550 S HANOVER ST,2022
1422865.675,572811.33,938840,1886833A,2020/03/11 16:14:00+00,Vacant,H,10,BROOKLYN,7027A013,3566 S HANOVER ST,2020
1422860.119,572796.9751,938841,1985496A,2021/04/16 15:30:00+00,Vacant,H,10,BROOKLYN,7027A014,3568 S HANOVER ST,2021
1422749.199,572504.9327,938849,1773023A,2019/04/10 12:58:00+00,Vacant,F,10,BROOKLYN,7027B003,3638 S HANOVER ST,2019
1422716.92,572391.1488,938857,2129482A,2022/07/01 15:15:00+00,Vacant,F,10,BROOKLYN,7027B010,3652 S HANOVER ST,2022
1422232.414,571855.6466,938981,2042696A,2021/09/27 14:04:00+00,Vacant,F,10,BROOKLYN,7027G032,17 W TALBOTT ST,2021
1425041.848,572856.9907,939222,1966918A,2021/03/22 11:43:00+00,Vacant,H,10,BROOKLYN,7056 005A,520 MAUDE AVE,2021
1424996.667,573101.2825,939250,1890063A,2022/02/03 14:57:00+00,Vacant,H,10,BROOKLYN,7056A001,500 ARSAN AVE,2022
1425573.039,572996.1354,939295,1758012A,2019/01/18 15:19:00+00,Vacant,H,10,BROOKLYN,7057 009,601 BALTIC AVE,2019
1425611.536,572981.8018,939297,1679260A,2018/06/08 23:06:00+00,Vacant,H,10,BROOKLYN,7057 011,605 BALTIC AVE,2018
1425664.719,572961.3734,939300,1877305A,2020/02/14 17:29:00+00,Vacant,H,10,BROOKLYN,7057 014,611 BALTIC AVE,2020
1425719.998,572940.6762,939303,2073512A,2022/01/18 09:42:00+00,Vacant,H,10,BROOKLYN,7057 015B,617 BALTIC AVE,2022
1425783.914,572903.6999,939315,2111630A,2022/05/20 16:48:00+00,Vacant,H,10,BROOKLYN,7057 025,3424 7TH ST,2022
1425461.75,572464.8914,939378,1921490A,2020/08/03 14:19:00+00,Vacant,H,10,BROOKLYN,7065 015,609 MAUDE AVE,2020
1425444.05,572278.8593,939389,2180414A,2022/11/09 15:33:00+00,Vacant,H,10,BROOKLYN,7065 023B,618 ANNABEL AVE,2022
1425219.893,572405.1445,939399,1896285A,2020/05/07 13:28:00+00,Vacant,H,10,BROOKLYN,7065 031,601 CHART AVE,2020
1423923.432,572634.1683,939495,2086563A,2022/03/11 14:22:00+00,Vacant,H,10,BROOKLYN,7068A036,3554 HORTON AVE,2022
1424048.385,572610.8652,939511,1867298A,2019/12/20 14:44:00+00,Vacant,H,10,BROOKLYN,7068A052,3553 HORTON AVE,2019
1424470.979,572195.5639,939613,1889217A,2020/03/16 11:15:00+00,Vacant,H,10,BROOKLYN,7075 016,436 E PATAPSCO AVE,2020
1424446.904,572389.1061,939627,1640580A,2018/02/16 16:23:00+00,Vacant,H,10,BROOKLYN,7075 026,410 FREEMAN ST,2018
1424522.547,572444.9971,939645,1971810A,2021/02/21 20:40:00+00,Vacant,H,10,BROOKLYN,7075 043,419 ANNABEL AVE,2021
1424252.773,572410.2842,939657,2186931A,2022/12/02 14:12:00+00,Vacant,H,10,BROOKLYN,7075 053,3561 4TH ST,2022
1424245.546,572388.866,939658,1795086A,2019/05/23 11:58:00+00,Vacant,H,10,BROOKLYN,7075 054,3565 4TH ST,2019
1424640.947,572162.292,939665,2147373A,2022/08/08 13:04:00+00,Vacant,H,10,BROOKLYN,7076 001,500 E PATAPSCO AVE,2022
1424657.77,572119.542,939666,1917875A,2020/07/23 09:25:00+00,Vacant,H,10,BROOKLYN,7076 002,506 E PATAPSCO AVE,2020
1424799.165,572068.2544,939672,1869526A,2020/01/02 11:11:00+00,Vacant,H,10,BROOKLYN,7076 007,522 E PATAPSCO AVE,2020
1424814.093,572062.2905,939673,1876981A,2020/02/06 13:33:00+00,Vacant,H,10,BROOKLYN,7076 008,524 E PATAPSCO AVE,2020
1424684.834,572188.1325,939684,2052945A,2021/10/22 10:20:00+00,Vacant,H,10,BROOKLYN,7076 018,501 FREEMAN ST,2021
1424696.741,572186.0462,939685,1983789A,2021/04/09 12:43:00+00,Vacant,H,10,BROOKLYN,7076 019,503 FREEMAN ST,2021
1424707.441,572180.3234,939686,2025314A,2021/07/29 14:42:00+00,Vacant,H,10,BROOKLYN,7076 020,505 FREEMAN ST,2021
1424719.574,572175.3149,939687,2025323A,2021/07/29 14:44:00+00,Vacant,H,10,BROOKLYN,7076 021,507 FREEMAN ST,2021
1424722.551,572356.9441,939696,1583634A,2017/09/03 20:42:00+00,Vacant,H,10,BROOKLYN,7076 030,503 ANNABEL AVE,2017
1425133.211,571968.0686,939757,2186608A,2022/11/29 09:18:00+00,Vacant,H,10,BROOKLYN,7077 026,606 E PATAPSCO AVE,2022
1424328.86,572041.6902,939851,1983757A,2021/04/09 10:45:00+00,Vacant,F,10,BROOKLYN,7083 010C,425 E PATAPSCO AVE,2021
1424400.583,571913.5858,939859,1950411A,2020/10/30 13:10:00+00,Vacant,F,10,BROOKLYN,7083 020,3608 5TH ST,2020
1424086.101,572037.1019,939872,2099239A,2022/04/22 09:17:00+00,Vacant,F,10,BROOKLYN,7083 032,3613 4TH ST,2022
1424065.201,571926.7393,939877,2021348A,2021/07/25 09:10:00+00,Vacant,F,10,BROOKLYN,7083 037,3623 4TH ST,2021
1424694.527,571725.9204,939945,2025888A,2021/07/30 15:54:00+00,Vacant,F,10,BROOKLYN,7084 040,533 CAMBRIA ST,2021
1425145.224,571698.8818,939956,1745348A,2018/12/09 17:33:00+00,Vacant,H,10,BROOKLYN,7085 001B,605 E PATAPSCO AVE,2018
1425508.7,571456.1296,940006,2166762A,2022/09/21 14:48:00+00,Vacant,H,10,BROOKLYN,7086 032,716 PONTIAC AVE,2022
1426183.173,571323.0079,940021,1664594A,2018/05/10 15:38:00+00,Vacant,I,10,BROOKLYN,7087 014,831 E PATAPSCO AVE,2018
1425845.043,571373.1876,940028,1737088A,2018/10/26 16:15:00+00,Vacant,I,10,BROOKLYN,7087 016E,3609 BROOKLYN AVE,2018
1426142.684,571223.1324,940044,1597341A,2017/10/13 14:49:00+00,Vacant,I,10,BROOKLYN,7087 033,3606 9TH ST,2017
1422830.871,572212.3624,940083,1795536A,2019/05/24 11:56:00+00,Vacant,F,10,BROOKLYN,7089 003,3705 S HANOVER ST,2019
1422825.924,572199.0809,940084,1795537A,2019/05/24 11:57:00+00,Vacant,F,10,BROOKLYN,7089 004,3707 S HANOVER ST,2019
1422820.566,572185.1653,940085,2111547A,2022/05/20 14:28:00+00,Vacant,F,10,BROOKLYN,7089 005,3709 S HANOVER ST,2022
1422745.544,571989.9947,940090,1789293A,2019/05/10 13:22:00+00,Vacant,F,10,BROOKLYN,7089 013,3731 S HANOVER ST,2019
1422896.104,572019.3418,940099,1891837A,2020/04/01 11:09:00+00,Vacant,F,10,BROOKLYN,7089 018,3714 2ND ST,2020
1423084.087,571849.4228,940146,2025889A,2021/07/30 15:57:00+00,Vacant,F,10,BROOKLYN,7090 031A,202 WASHBURN AVE,2021
1424140.176,571659.4121,940181,1880545A,2020/02/21 17:27:00+00,Vacant,F,10,BROOKLYN,7092 003,409 PONTIAC AVE,2020
1424289.535,571657.4852,940183,1857259A,2019/11/05 11:22:00+00,Vacant,F,10,BROOKLYN,7092 005,3700 5TH ST,2019
1423950.631,571613.6471,940205,1644200A,2018/02/26 14:55:00+00,Vacant,F,10,BROOKLYN,7092 023,3705 4TH ST,2018
1424603.707,571507.1473,940222,2124410A,2022/06/17 13:40:00+00,Vacant,F,10,BROOKLYN,7093 017,537 PONTIAC AVE,2022
1424874.842,571401.8099,940247,1656695A,2018/04/12 10:39:00+00,Vacant,H,10,BROOKLYN,7094 002,3703 6TH ST,2018
1425132.898,571237.8322,940279,1947066A,2020/11/02 12:42:00+00,Vacant,H,10,BROOKLYN,7094 018,3706 7TH ST,2020
1425273.442,570796.3905,940415,1765713A,2019/02/24 18:02:00+00,Vacant,H,10,BROOKLYN,7095A027,3821 BROOKLYN AVE,2019
1425199.748,570710.5472,940420,1933614A,2020/09/03 12:54:00+00,Vacant,H,10,BROOKLYN,7095A032,3831 BROOKLYN AVE,2020
1425058.975,570419.2728,940435,2173174A,2022/10/13 12:05:00+00,Vacant,H,10,BROOKLYN,7095A047,3913 BROOKLYN AVE,2022
1425419.239,570787.5253,940486,1499217A,2017/02/03 09:58:00+00,Vacant,H,10,BROOKLYN,7095A098,3810 8TH ST,2017
1425931.104,571016.7532,940592,2011321A,2021/06/27 18:38:00+00,Vacant,I,10,BROOKLYN,7096 010,829 PONTIAC AVE,2021
1425946.016,571010.9599,940593,1829654A,2019/08/13 14:46:00+00,Vacant,I,10,BROOKLYN,7096 010A,831 PONTIAC AVE,2019
1425990.759,570993.5748,940596,2148272A,2022/08/08 16:12:00+00,Vacant,I,10,BROOKLYN,7096 012,837 PONTIAC AVE,2022
1426007.673,570867.9261,940620,2146925A,2022/08/05 16:09:00+00,Vacant,I,10,BROOKLYN,7096 033,3706 9TH ST,2022
1426013.887,570882.9999,940621,2067938A,2021/12/19 15:26:00+00,Vacant,I,10,BROOKLYN,7096 034,3704 9TH ST,2021
1426366.678,570804.3147,940651,2135647A,2022/07/13 11:19:00+00,Vacant,I,10,BROOKLYN,7097 023,3708 SAINT VICTOR ST,2022
1422659.155,571766.5254,940671,2070966A,2021/12/30 14:43:00+00,Vacant,F,10,BROOKLYN,7098 008,3815 S HANOVER ST,2021
1424458.76,571104.9742,940753,2187084A,2022/12/14 12:33:00+00,Vacant,F,10,BROOKLYN,7102 011A,507 WASHBURN AVE,2022
1425085.765,570857.5469,940792,1867303A,2019/12/19 14:01:00+00,Vacant,H,10,BROOKLYN,7103 017,3820 BROOKLYN AVE,2019
1425062.38,570830.2405,940794,1627084A,2018/01/07 15:50:00+00,Vacant,H,10,BROOKLYN,7103 019,3824 BROOKLYN AVE,2018
1425563.566,570516.5275,940823,2130852A,2022/07/01 15:22:00+00,Vacant,I,10,BROOKLYN,7105 020,806 E JEFFREY ST,2022
1425499.095,570655.7707,940845,1503391A,2017/02/16 07:37:00+00,Vacant,I,10,BROOKLYN,7105 041,3817 8TH ST,2017
1425394.067,570535.2375,940854,2151789A,2022/08/19 14:50:00+00,Vacant,I,10,BROOKLYN,7105 050,3835 8TH ST,2022
1426165.994,570477.6014,940861,1989796A,2021/07/21 14:00:00+00,Vacant,I,10,BROOKLYN,7106 009,911 WASHBURN AVE,2021
1425976.697,570426.7757,940866,1947070A,2020/11/02 15:09:00+00,Vacant,I,10,BROOKLYN,7106 020,3805 9TH ST,2020
1425444.763,570398.493,940966,1517075A,2017/04/05 16:57:00+00,Vacant,I,10,BROOKLYN,7116 003,805 E JEFFREY ST,2017
1425739.312,570292.7061,940982,2069353A,2021/12/23 10:03:00+00,Vacant,I,10,BROOKLYN,7116 019,837 E JEFFREY ST,2021
1425322.858,570411.3601,940988,1734856A,2018/10/12 16:53:00+00,Vacant,I,10,BROOKLYN,7116 028,3905 8TH ST,2018
1425318.323,570363.4934,940991,2097107A,2022/04/14 12:23:00+00,Vacant,I,10,BROOKLYN,7116 031,3911 8TH ST,2022
1425613.603,570216.2056,941009,1891092A,2020/03/26 14:25:00+00,Vacant,I,10,BROOKLYN,7116 049,822 JACK ST,2020
1425933.515,570091.8939,941029,1854480A,2019/10/27 19:25:00+00,Vacant,I,10,BROOKLYN,7117 016,912 JACK ST,2019
1425720.169,569747.5852,941059,1868030A,2020/01/21 15:36:00+00,Vacant,G,10,BROOKLYN,7118 025,905 STOLL ST,2020
1425300.799,570117.1264,941075,1879701A,2020/02/15 18:37:00+00,Vacant,I,10,BROOKLYN,7119 005,4009 8TH ST,2020
1425483.375,569998.7251,941108,2188936A,2022/12/06 12:43:00+00,Vacant,I,10,BROOKLYN,7119 038,812 STOLL ST,2022
1424580.427,570134.4312,941296,1830150A,2019/08/16 21:36:00+00,Vacant,F,10,BROOKLYN,7131 031A,4018 6TH ST,2019
1424690.41,569927.5139,941342,2066781A,2021/12/15 10:35:00+00,Vacant,F,10,BROOKLYN,7133 006,4036 1/2 6TH ST,2021
1424489.455,569696.3087,941356,2155747A,2022/10/07 14:49:00+00,Vacant,F,10,BROOKLYN,7133 020,4118 AUDREY AVE,2022
1424458.194,569679.0614,941358,1646606A,2018/03/14 16:00:00+00,Vacant,F,10,BROOKLYN,7133 022,4122 AUDREY AVE,2018
1424295.26,569588.5405,941367,2000512A,2021/05/27 13:50:00+00,Vacant,F,10,BROOKLYN,7133 031,4140 AUDREY AVE,2021
1424650.456,569602.5143,941453,1631499A,2018/01/23 12:50:00+00,Vacant,F,10,BROOKLYN,7135 036,4111 AUDREY AVE,2018
