X,Y,OBJECTID,NoticeNum,DateNotice,NT,HousingMarketTypology2017,Council_District,Neighborhood,BLOCKLOT,Address,Year
1411088.432,598469.0874,723193,1780434A,2019/04/20 08:55:00+00,Vacant,I,7,EASTERWOOD,0001 004,2039 W NORTH AVE,2019
1411144.227,598471.6773,723197,2106499A,2022/05/13 16:20:00+00,Vacant,I,7,EASTERWOOD,0001 008,2031 W NORTH AVE,2022
1411214.1,598474.9129,723202,2078873A,2022/02/10 16:01:00+00,Vacant,I,7,EASTERWOOD,0001 013,2021 W NORTH AVE,2022
1411334.2,598421.5849,723206,1895711A,2020/05/04 16:52:00+00,Vacant,I,7,EASTERWOOD,0001 019,1824 N PAYSON ST,2020
1411335.513,598393.7828,723208,1853626A,2019/10/21 13:43:00+00,Vacant,I,7,EASTERWOOD,0001 021,1820 N PAYSON ST,2019
1411339.454,598310.8053,723214,2132186A,2022/10/26 16:54:00+00,Vacant,I,7,EASTERWOOD,0001 027,1808 N PAYSON ST,2022
1411341.429,598269.2427,723217,1774329A,2019/04/20 08:56:00+00,Vacant,I,7,EASTERWOOD,0001 030,1802 N PAYSON ST,2019
1411268.512,598285.8552,723220,1696318A,2018/07/22 07:52:00+00,Vacant,I,7,EASTERWOOD,0001 033,2002 WESTWOOD AVE,2018
1411172.213,598281.14,723227,1990358A,2021/05/03 07:16:00+00,Vacant,I,7,EASTERWOOD,0001 033G,2016 WESTWOOD AVE,2021
1411144.577,598280.0996,723229,1912688A,2020/07/09 15:23:00+00,Vacant,I,7,EASTERWOOD,0001 033I,2020 WESTWOOD AVE,2020
1411086.94,598256.3477,723231,1862121A,2019/11/25 10:50:00+00,Vacant,I,7,EASTERWOOD,0001 035,1803 N PULASKI ST,2019
1411081.05,598380.5551,723240,1812243A,2019/07/05 16:18:00+00,Vacant,I,7,EASTERWOOD,0001 044,1821 N PULASKI ST,2019
1411822.171,598426.0117,723255,1661999A,2018/05/04 09:12:00+00,Vacant,I,7,EASTERWOOD,0002 012,1822 N MONROE ST,2018
1411853.372,598514.5145,723258,1888687A,2020/03/23 09:14:00+00,Vacant,I,7,EASTERWOOD,0002 015,1901 W NORTH AVE,2020
1411759.844,598508.0729,723264,1788036A,2019/05/06 16:22:00+00,Vacant,I,7,EASTERWOOD,0002 021,1913 W NORTH AVE,2019
1411726.938,598505.7747,723266,1504911A,2017/02/23 12:28:00+00,Vacant,I,7,EASTERWOOD,0002 024,1919 W NORTH AVE,2017
1411713.314,598506.753,723267,1539686A,2017/05/30 11:27:00+00,Vacant,I,7,EASTERWOOD,0002 025,1921 W NORTH AVE,2017
1411699.964,598503.7954,723268,1773353A,2019/03/26 08:33:00+00,Vacant,I,7,EASTERWOOD,0002 026,1923 W NORTH AVE,2019
1411685.631,598502.2947,723269,1826482A,2019/08/09 12:04:00+00,Vacant,I,7,EASTERWOOD,0002 027,1925 W NORTH AVE,2019
1411597.852,598496.8177,723271,1722166A,2018/09/13 10:53:00+00,Vacant,I,7,EASTERWOOD,0002 029,1931 W NORTH AVE,2018
1411569.489,598494.8334,723273,1796433A,2019/05/28 08:38:00+00,Vacant,I,7,EASTERWOOD,0002 031,1935 W NORTH AVE,2019
1411485.867,598373.1637,723287,1659442A,2018/04/28 19:03:00+00,Vacant,I,7,EASTERWOOD,0002 045,1817 N PAYSON ST,2018
1411585.171,598319.2583,723300,2104934A,2022/05/06 11:51:00+00,Vacant,I,7,EASTERWOOD,0002 058,1808 APPLETON ST,2022
1411584.552,598332.0572,723301,1740786A,2018/11/01 15:08:00+00,Vacant,I,7,EASTERWOOD,0002 059,1810 APPLETON ST,2018
1411724.105,598432.7493,723311,1646741A,2018/03/09 08:12:00+00,Vacant,I,7,EASTERWOOD,0002 069,1825 APPLETON ST,2018
1412298.275,598316.883,723325,2052524A,2021/10/22 19:42:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0003 002,1802 N FULTON AVE,2021
1412297.554,598332.1133,723326,1748111A,2018/12/09 09:32:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0003 003,1804 N FULTON AVE,2018
1412294.758,598361.7359,723328,1506669A,2017/03/01 12:07:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0003 005,1808 N FULTON AVE,2017
1412244.73,598431.1728,723333,2052641A,2021/10/22 20:04:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0003 010,1818 N FULTON AVE,2021
1412283.641,598549.6401,723341,1962352A,2021/01/08 12:42:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0003 018,1807 W NORTH AVE,2021
1412240.814,598547.3294,723344,2052522A,2021/10/22 19:39:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0003 021,1813 W NORTH AVE,2021
1412226.985,598546.8776,723345,1989804A,2021/04/28 16:14:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0003 022,1815 W NORTH AVE,2021
1412184.156,598544.4875,723348,2052529A,2021/10/22 19:54:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0003 025,1821 W NORTH AVE,2021
1412155.594,598543.0486,723350,1495782A,2017/01/24 11:09:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0003 027,1825 W NORTH AVE,2017
1411975.496,598374.606,723371,1751148A,2018/12/24 10:40:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0003 048,1813 N MONROE ST,2018
1411976.822,598303.9342,723376,1852346A,2019/10/18 14:06:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0003 053,1803 N MONROE ST,2019
1412034.203,598328.4214,723378,1797290A,2019/05/30 09:15:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0003 055,1838 WESTWOOD AVE,2019
1412075.704,598332.3357,723381,1776159A,2019/04/05 10:25:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0003 058,1832 WESTWOOD AVE,2019
1412512.776,598490.0185,723405,2052638A,2021/10/22 20:02:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0004 013,1825 N FULTON AVE,2021
1412515.371,598564.5141,723412,1597264A,2017/10/23 11:00:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0004 020,1731 W NORTH AVE,2017
1412573.466,598568.268,723416,1972168A,2021/02/23 13:09:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0004 024,1723 W NORTH AVE,2021
1412734.41,598578.9497,723426,1515320A,2017/03/31 15:10:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0004 034,1703 W NORTH AVE,2017
1413064.094,598598.4149,723456,1772258A,2019/03/19 10:52:00+00,Vacant,J,7,SANDTOWN-WINCHESTER,0005 005,1649 W NORTH AVE,2019
1412993.172,598593.8457,723461,1739306A,2018/11/04 17:32:00+00,Vacant,J,7,SANDTOWN-WINCHESTER,0005 010,1659 W NORTH AVE,2018
1412943.773,598591.7122,723463,1948030A,2020/10/22 16:22:00+00,Vacant,J,7,SANDTOWN-WINCHESTER,0005 012,1665 W NORTH AVE,2020
1412929.43,598589.9327,723464,1948033A,2020/10/22 16:22:00+00,Vacant,J,7,SANDTOWN-WINCHESTER,0005 013,1667 W NORTH AVE,2020
1412915.111,598589.5153,723465,1912698A,2020/07/09 15:24:00+00,Vacant,J,7,SANDTOWN-WINCHESTER,0005 014,1669 W NORTH AVE,2020
1412901.179,598587.2752,723466,1772203A,2019/03/20 08:23:00+00,Vacant,J,7,SANDTOWN-WINCHESTER,0005 015,1671 W NORTH AVE,2019
1412864.307,598515.4843,723473,2077236A,2022/02/06 21:39:00+00,Vacant,J,7,SANDTOWN-WINCHESTER,0005 022,1829 N MOUNT ST,2022
1413044.479,598478.8778,723499,1942121A,2020/10/01 16:19:00+00,Vacant,J,7,SANDTOWN-WINCHESTER,0005 048,1612 WESTWOOD AVE,2020
1413086.858,598492.0903,723501,2052277A,2021/10/21 15:37:00+00,Vacant,J,7,SANDTOWN-WINCHESTER,0005 050,1802 N CAREY ST,2021
1413061.436,598520.9371,723502,1942122A,2020/10/01 16:20:00+00,Vacant,J,7,SANDTOWN-WINCHESTER,0005 051,1804 N CAREY ST,2020
1412940.769,598522.5601,723509,1720868A,2018/09/16 09:56:00+00,Vacant,J,7,SANDTOWN-WINCHESTER,0005 058,1824 N WOODYEAR ST,2018
1411188.529,598124.6583,723538,2084060A,2022/03/04 19:40:00+00,Vacant,I,7,EASTERWOOD,0006 028,2015 WESTWOOD AVE,2022
1411173.92,598130.4483,723539,2106137A,2022/05/11 12:38:00+00,Vacant,I,7,EASTERWOOD,0006 028A,2017 WESTWOOD AVE,2022
1411108.339,597918.5446,723542,1704518A,2018/08/10 14:42:00+00,Vacant,I,7,EASTERWOOD,0006 029A,1703 N PULASKI ST,2018
1411099.329,598119.6003,723556,2100108A,2022/04/23 01:01:00+00,Vacant,I,7,EASTERWOOD,0006 029O,1731 N PULASKI ST,2022
1411256.659,597953.5799,723567,2032818A,2021/08/27 18:06:00+00,Vacant,I,7,EASTERWOOD,0006 034,2006 PRESBURY ST,2021
1411843.733,597981.4185,723578,1796436A,2019/05/28 08:38:00+00,Vacant,I,7,EASTERWOOD,0007 004,1706 N MONROE ST,2019
1411842.833,597994.943,723579,1629202A,2018/01/18 10:19:00+00,Vacant,I,7,EASTERWOOD,0007 005,1708 N MONROE ST,2018
1411839.982,598062.4104,723584,1994003A,2021/05/14 09:18:00+00,Vacant,I,7,EASTERWOOD,0007 010,1718 N MONROE ST,2021
1411836.197,598143.8338,723590,1961248A,2021/01/09 20:33:00+00,Vacant,I,7,EASTERWOOD,0007 016,1730 N MONROE ST,2021
1411599.05,598023.9873,723621,1844592A,2019/09/23 08:01:00+00,Vacant,I,7,EASTERWOOD,0007 047,1714 APPLETON ST,2019
1411592.114,598187.461,723633,1539695A,2017/05/30 14:30:00+00,Vacant,I,7,EASTERWOOD,0007 059,1738 APPLETON ST,2017
1411498.271,598114.1374,723639,1587435A,2017/09/25 15:54:00+00,Vacant,I,7,EASTERWOOD,0007 065,1729 N PAYSON ST,2017
1411501.304,598046.6555,723644,1595458A,2017/10/23 10:18:00+00,Vacant,I,7,EASTERWOOD,0007 070,1719 N PAYSON ST,2017
1412320.895,597977.656,723655,2148555A,2022/08/09 17:12:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0008 002,1702 N FULTON AVE,2022
1412312.06,598149.6225,723667,1997048A,2021/05/21 13:25:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0008 014,1726 N FULTON AVE,2021
1412311.24,598164.1911,723668,1614552A,2017/12/03 17:08:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0008 015,1728 N FULTON AVE,2017
1412308.898,598206.9561,723671,1997053A,2021/05/21 13:25:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0008 018,1734 N FULTON AVE,2021
1412224.684,598056.877,723681,1638239A,2018/02/07 11:04:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0008 028,1717 MCKEAN AVE,2018
1412218.455,598181.5792,723691,1868673A,2019/12/27 14:25:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0008 038,1737 MCKEAN AVE,2019
1412216.937,598206.1956,723693,2172195A,2022/10/07 15:41:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0008 040,1741 MCKEAN AVE,2022
1412216.112,598218.4705,723694,1982549A,2021/04/28 15:42:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0008 041,1743 MCKEAN AVE,2021
1412087.7,597964.9716,723696,1847149A,2019/09/30 10:25:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0008 043,1702 MCKEAN AVE,2019
1412079.512,598094.4438,723706,1651681A,2018/03/25 14:32:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0008 053,1722 MCKEAN AVE,2018
1412075.759,598159.8269,723711,1617674A,2017/12/20 12:48:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0008 058,1732 MCKEAN AVE,2017
1412003.291,597978.1717,723718,2181390A,2022/11/09 13:39:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0008 065,1804 PRESBURY ST,2022
1411990.086,597977.5832,723719,2052531A,2021/10/25 13:14:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0008 066,1806 PRESBURY ST,2021
1412498.287,598079.8143,723741,1506430A,2017/02/27 16:16:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0009 008,1715 N FULTON AVE,2017
1412495.398,598136.3256,723745,1751301A,2018/12/24 10:52:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0009 012,1723 N FULTON AVE,2018
1412489.988,598216.4649,723751,1761814A,2019/02/08 08:23:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0009 018,1735 N FULTON AVE,2019
1412489.203,598229.8402,723752,2041583A,2021/09/22 15:43:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0009 019,1737 N FULTON AVE,2021
1412736.379,598208.9498,723765,2052646A,2021/10/22 20:12:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0009 032,1705 WESTWOOD AVE,2021
1412740.783,598100.4615,723773,1523648A,2017/04/27 15:52:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0009 040,1716 N MOUNT ST,2017
1412760.537,598048.6874,723777,1864571A,2019/12/09 13:18:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0009 044,1708 N MOUNT ST,2019
1412656.545,598126.5005,723797,1863002A,2019/11/27 14:54:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0009 065,1711 N BRUCE ST,2019
1412995.496,598078.3274,723810,1567102A,2017/08/06 17:28:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0010 010,1720 N CALHOUN ST,2017
1412944.299,598129.5868,723816,2052639A,2021/10/22 20:03:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0010 016,1732 N CALHOUN ST,2021
1411528.345,597469.7249,723847,1539696A,2017/05/30 14:31:00+00,Vacant,I,7,EASTERWOOD,0012 001,1601 N PAYSON ST,2017
1411517.412,597689.9302,723860,1576818A,2017/08/24 13:25:00+00,Vacant,I,7,EASTERWOOD,0012 005,1629 N PAYSON ST,2017
1411513.647,597773.8306,723866,1910848A,2020/07/16 18:14:00+00,Vacant,I,7,EASTERWOOD,0012 011,1641 N PAYSON ST,2020
1411615.013,597682.1218,723884,2106497A,2022/05/11 12:40:00+00,Vacant,I,7,EASTERWOOD,0012 029,1630 APPLETON ST,2022
1411620.096,597570.2444,723892,1748249A,2018/12/09 09:37:00+00,Vacant,I,7,EASTERWOOD,0012 037,1614 APPLETON ST,2018
1411763.655,597716.4292,723917,1669212A,2018/05/17 12:51:00+00,Vacant,I,7,EASTERWOOD,0012 062,1635 APPLETON ST,2018
1411763.028,597730.3238,723918,2012585A,2022/08/09 17:08:00+00,Vacant,I,7,EASTERWOOD,0012 063,1637 APPLETON ST,2022
1411761.77,597758.4353,723920,1754120A,2019/01/07 09:26:00+00,Vacant,I,7,EASTERWOOD,0012 065,1641 APPLETON ST,2019
1411761.139,597772.4025,723921,1834094A,2019/09/15 12:05:00+00,Vacant,I,7,EASTERWOOD,0012 066,1643 APPLETON ST,2019
1411861.707,597707.1231,723939,1546155A,2017/06/11 19:50:00+00,Vacant,I,7,EASTERWOOD,0012 084,1632 N MONROE ST,2017
1411867.372,597595.4412,723947,1738586A,2018/11/08 11:39:00+00,Vacant,I,7,EASTERWOOD,0012 092,1616 N MONROE ST,2018
1412102.275,597583.5065,723962,2022917A,2021/07/24 23:38:00+00,Vacant,J,7,SANDTOWN-WINCHESTER,0013A007,1600 MCKEAN AVE,2021
1412098.797,597650.1406,723967,1800178A,2019/06/12 08:19:00+00,Vacant,J,7,SANDTOWN-WINCHESTER,0013A012,1610 MCKEAN AVE,2019
1412098.15,597663.235,723968,1897448A,2020/05/13 17:40:00+00,Vacant,J,7,SANDTOWN-WINCHESTER,0013A013,1612 MCKEAN AVE,2020
1412092.648,597783.1813,723977,1648867A,2018/03/16 09:50:00+00,Vacant,J,7,SANDTOWN-WINCHESTER,0013A022,1630 MCKEAN AVE,2018
1412069.9,597838.5598,723982,1766271A,2019/03/03 11:11:00+00,Vacant,J,7,SANDTOWN-WINCHESTER,0013A027,1809 PRESBURY ST,2019
1412017.164,597505.0585,723985,1748676A,2018/12/24 08:44:00+00,Vacant,J,7,SANDTOWN-WINCHESTER,0013A030,1603 N MONROE ST,2018
1412015.75,597518.3551,723986,1727016A,2018/09/23 12:19:00+00,Vacant,J,7,SANDTOWN-WINCHESTER,0013A031,1605 N MONROE ST,2018
1412014.955,597532.6201,723987,1541247A,2017/06/01 13:39:00+00,Vacant,J,7,SANDTOWN-WINCHESTER,0013A032,1607 N MONROE ST,2017
1412339.643,597561.4554,724016,2052527A,2021/10/22 19:52:00+00,Vacant,J,7,SANDTOWN-WINCHESTER,0014 005,1608 N FULTON AVE,2021
1412338.278,597588.9199,724018,1770817A,2019/03/14 09:38:00+00,Vacant,J,7,SANDTOWN-WINCHESTER,0014 007,1612 N FULTON AVE,2019
1412330.035,597756.705,724030,1756755A,2019/01/16 11:58:00+00,Vacant,J,7,SANDTOWN-WINCHESTER,0014 019,1636 N FULTON AVE,2019
1412324.565,597869.2622,724038,2052648A,2021/10/22 20:13:00+00,Vacant,J,7,SANDTOWN-WINCHESTER,0014 027,1652 N FULTON AVE,2021
1412248.285,597556.2503,724044,1493359A,2017/01/20 14:09:00+00,Vacant,J,7,SANDTOWN-WINCHESTER,0014 033,1609 MCKEAN AVE,2017
1412517.512,597558.4777,724071,2150377A,2022/08/12 16:58:00+00,Vacant,J,7,SANDTOWN-WINCHESTER,0015 004,1607 N FULTON AVE,2022
1412516.682,597573.7805,724072,2177717A,2022/10/24 07:20:00+00,Vacant,J,7,SANDTOWN-WINCHESTER,0015 005,1609 N FULTON AVE,2022
1412518.427,597642.4129,724077,1972172A,2021/02/24 18:58:00+00,Vacant,J,7,SANDTOWN-WINCHESTER,0015 010,1619 N FULTON AVE,2021
1413149.388,597809.3148,724116,1614947A,2017/12/06 14:29:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0016 020,1638 N GILMOR ST,2017
1413150.505,597922.1469,724124,1515044A,2017/03/29 16:30:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0016 028,1654 N GILMOR ST,2017
1413370.955,597727.3379,724136,1724410A,2018/09/23 12:07:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0017 012,1622 N CALHOUN ST,2018
1413489.562,597580.3431,724158,2052523A,2021/10/22 19:40:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0017 033,1504 BAKER ST,2021
1413418.713,597577.3402,724164,1762335A,2019/02/10 13:19:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0017 039,1516 BAKER ST,2019
1411142.535,597326.4303,724192,1994011A,2021/05/14 09:20:00+00,Vacant,I,7,EASTERWOOD,0018 021,1541 N PULASKI ST,2021
1411384.27,597357.4128,724215,2037454A,2021/09/12 11:50:00+00,Vacant,I,7,EASTERWOOD,0018 044,1542 N PAYSON ST,2021
1411549.537,597007.9719,724235,1788805A,2019/05/10 12:37:00+00,Vacant,I,7,EASTERWOOD,0019 002,1505 N PAYSON ST,2019
1411545.885,597083.3382,724239,1637504A,2018/02/07 09:41:00+00,Vacant,I,7,EASTERWOOD,0019 006,1513 N PAYSON ST,2018
1411533.326,597345.9821,724253,1608306A,2017/11/10 23:08:00+00,Vacant,I,7,EASTERWOOD,0019 020,1541 N PAYSON ST,2017
1411771.629,597396.1158,724299,1962537A,2021/01/08 16:54:00+00,Vacant,I,7,EASTERWOOD,0019 066,1543 APPLETON ST,2021
1411881.507,597231.1145,724308,1559872A,2017/07/12 09:19:00+00,Vacant,I,7,EASTERWOOD,0019 068G,1530 N MONROE ST,2017
1412366.625,597129.1899,724317,1610555A,2017/11/17 14:00:00+00,Vacant,J,7,SANDTOWN-WINCHESTER,0020 007,1520 N FULTON AVE,2017
1412363.885,597184.5303,724321,1962959A,2022/11/26 08:36:00+00,Vacant,J,7,SANDTOWN-WINCHESTER,0020 011,1528 N FULTON AVE,2022
1412359.788,597267.1702,724327,1523627A,2017/04/27 15:50:00+00,Vacant,J,7,SANDTOWN-WINCHESTER,0020 017,1540 N FULTON AVE,2017
1412117.912,597383.8691,724344,2016811A,2021/07/08 15:16:00+00,Vacant,J,7,SANDTOWN-WINCHESTER,0020 037,1817 BAKER ST,2021
1412034.648,597131.5491,724359,2181019A,2022/11/04 21:12:00+00,Vacant,J,7,SANDTOWN-WINCHESTER,0020 048A,1507 N MONROE ST,2022
1412134.67,597025.5966,724372,1879603A,2020/02/13 17:21:00+00,Vacant,J,7,SANDTOWN-WINCHESTER,0020 049I,1822 PRESSTMAN ST,2020
1412724.883,597412.7953,724449,1712790A,2018/08/27 08:10:00+00,Vacant,J,7,SANDTOWN-WINCHESTER,0021 026,1713 BAKER ST,2018
1412563.583,597395.6831,724456,1919502A,2020/07/29 15:41:00+00,Vacant,J,7,SANDTOWN-WINCHESTER,0021 033,1559 N FULTON AVE,2020
1412539.323,597198.6851,724471,1765884A,2019/02/24 12:49:00+00,Vacant,J,7,SANDTOWN-WINCHESTER,0021 049,1529 N FULTON AVE,2019
1412545.531,597040.3108,724483,1617460A,2017/12/15 16:57:00+00,Vacant,J,7,SANDTOWN-WINCHESTER,0021 061,1505 N FULTON AVE,2017
1412702.77,597058.5502,724493,1642733A,2018/02/22 13:38:00+00,Vacant,J,7,SANDTOWN-WINCHESTER,0021 071,1718 PRESSTMAN ST,2018
1412728.632,597059.6654,724495,1790389A,2019/05/13 08:38:00+00,Vacant,J,7,SANDTOWN-WINCHESTER,0021 073,1714 PRESSTMAN ST,2019
1412754.873,597060.7815,724497,1895594A,2020/05/04 22:10:00+00,Vacant,J,7,SANDTOWN-WINCHESTER,0021 075,1710 PRESSTMAN ST,2020
1413306.365,597458.8627,724593,2022945A,2021/07/24 23:46:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0023 043,1557 N GILMOR ST,2021
1413509.638,597089.3389,724647,1748884A,2018/12/13 14:54:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0023B009,1516 PRESSTMAN ST,2018
1412396.643,596650.4152,724662,1731604A,2018/10/08 18:57:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0026 004,1406 N FULTON AVE,2018
1412156.278,596886.6756,724745,1614502A,2017/12/01 15:57:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0026 088,1825 PRESSTMAN ST,2017
1412259.755,596892.355,724753,2017169A,2021/07/09 15:09:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0026 096,1809 PRESSTMAN ST,2021
1412795.38,596859.9378,724777,1692630A,2018/07/10 14:16:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0027 018,1434 N MOUNT ST,2018
1412794.675,596873.2173,724778,2131100A,2022/07/01 11:02:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0027 019,1436 N MOUNT ST,2022
1412733.817,596906.691,724785,1699958A,2018/07/29 11:03:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0027 026,1703 PRESSTMAN ST,2018
1412720.853,596906.1148,724786,1699959A,2018/07/29 11:03:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0027 027,1705 PRESSTMAN ST,2018
1412597.153,596907.9314,724794,1642748A,2018/02/22 14:29:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0027 035,1721 PRESSTMAN ST,2018
1412553.405,596843.798,724812,1888000A,2020/03/13 16:31:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0027 053,1435 N FULTON AVE,2020
1412120.177,596235.938,724917,2151770A,2022/08/17 14:41:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0031 058,1832 LAURENS ST,2022
1412159.02,596237.8229,724920,1972198A,2021/02/24 18:59:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0031 061,1826 LAURENS ST,2021
1412810.563,596379.4532,724951,1729191A,2018/10/05 13:33:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0032 009,1318 N MOUNT ST,2018
1412809.813,596394.252,724952,2052633A,2021/10/22 20:16:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0032 010,1320 N MOUNT ST,2021
1412809.08,596408.96,724953,1766269A,2019/03/03 11:04:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0032 011,1322 N MOUNT ST,2019
1412807.677,596437.0039,724955,2052626A,2021/10/28 18:25:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0032 013,1326 N MOUNT ST,2021
1412802.105,596548.6051,724962,2175883A,2022/10/21 14:04:00+00,Vacant,I,7,SANDTOWN-WINCHESTER,0032 020,1340 N MOUNT ST,2022
1413524.44,596954.4074,725034,1610966A,2017/11/23 00:35:00+00,Vacant,G,7,SANDTOWN-WINCHESTER,0034 047,1515 PRESSTMAN ST,2017
1414417.51,596466.8145,725129,1837383A,2019/09/01 12:12:00+00,Vacant,G,7,SANDTOWN-WINCHESTER,0036A007,1310 N CAREY ST,2019
1414413.724,596493.9805,725131,1962535A,2021/01/08 19:51:00+00,Vacant,G,7,SANDTOWN-WINCHESTER,0036A009,1314 N CAREY ST,2021
1414411.287,596544.8328,725134,1972199A,2021/02/24 18:59:00+00,Vacant,G,7,SANDTOWN-WINCHESTER,0036A012,1320 N CAREY ST,2021
1414407.267,596610.643,725138,1835185A,2019/08/29 14:36:00+00,Vacant,G,7,SANDTOWN-WINCHESTER,0036A016,1328 N CAREY ST,2019
1414400.869,596743.8255,725147,1942125A,2020/10/01 18:30:00+00,Vacant,G,7,SANDTOWN-WINCHESTER,0036A025,1346 N CAREY ST,2020
1414570.847,596494.0553,725241,1970418A,2021/02/12 21:03:00+00,Vacant,G,7,SANDTOWN-WINCHESTER,0037 012,1317 N CAREY ST,2021
1414570.003,596510.9654,725242,1576888A,2017/08/23 08:52:00+00,Vacant,G,7,SANDTOWN-WINCHESTER,0037 013,1319 N CAREY ST,2017
1414569.237,596526.3105,725243,1920568A,2020/07/31 18:29:00+00,Vacant,G,7,SANDTOWN-WINCHESTER,0037 014,1321 N CAREY ST,2020
1414568.442,596542.4181,725244,1972201A,2021/02/24 18:59:00+00,Vacant,G,7,SANDTOWN-WINCHESTER,0037 015,1323 N CAREY ST,2021
1414846.737,596686.2442,725305,2097871A,2022/04/23 00:51:00+00,Vacant,G,7,SANDTOWN-WINCHESTER,0037A021,1342 N FREMONT AVE,2022
1412595.06,596073.563,725369,1761812A,2019/02/08 08:23:00+00,Vacant,I,9,SANDTOWN-WINCHESTER,0041 032,1193 N FULTON AVE,2019
1412621.008,595789.8953,725374,1997062A,2021/05/29 13:16:00+00,Vacant,I,9,SANDTOWN-WINCHESTER,0041 038,1149 N FULTON AVE,2021
1412623.504,595734.8947,725378,1539702A,2017/05/30 15:34:00+00,Vacant,I,9,SANDTOWN-WINCHESTER,0041 042,1141 N FULTON AVE,2017
1413011.215,595480.8601,725481,1603792A,2017/10/27 12:41:00+00,Vacant,I,9,SANDTOWN-WINCHESTER,0042 080,1105 N MOUNT ST,2017
1411863.456,595602.5679,725753,2078085A,2022/02/09 08:54:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0049 026,1117 APPLETON ST,2022
1411650.516,595423.3219,725774,1610887A,2018/01/24 11:29:00+00,Vacant,J,9,BRIDGEVIEW/GREENLAWN,0049 049,1930 RIGGS AVE,2018
1412436.002,595609.1991,725806,1509452A,2017/03/15 10:52:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0050 015,1128 N FULTON AVE,2017
1412320.85,595661.7866,725821,2104754A,2022/05/05 13:53:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0050 030,1123 MCKEAN AVE,2022
1412324.698,595567.0686,725828,1849257A,2019/10/05 11:02:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0050 037,1109 MCKEAN AVE,2019
